"city","state","latitude","longitude"
"Malibu","CA",34.05,-118.81
"Manhattan Beach","CA",33.89,-118.41
"Maywood","CA",33.99,-118.19
"Pacific Palisades","CA",34.05,-118.53
"Palos Verdes Peninsula","CA",33.78,-118.39
"Rancho Palos Verdes","CA",33.76,-118.36
"Redondo Beach","CA",33.83,-118.38
"Redondo Beach","CA",33.87,-118.37
"South Gate","CA",33.94,-118.19
"Topanga","CA",34.1,-118.6
"Venice","CA",33.99,-118.47
"Marina Del Rey","CA",33.98,-118.45
"Playa Del Rey","CA",33.96,-118.44
"Inglewood","CA",33.96,-118.36
"Inglewood","CA",33.98,-118.36
"Inglewood","CA",33.93,-118.33
"Inglewood","CA",33.94,-118.36
"Inglewood","CA",33.96,-118.33
"Inglewood","CA",33.79,-118.3
"Santa Monica","CA",34.01,-118.49
"Santa Monica","CA",34.04,-118.5
"Santa Monica","CA",34.03,-118.49
"Santa Monica","CA",34.03,-118.47
"Santa Monica","CA",34.01,-118.47
"Torrance","CA",33.83,-118.31
"Torrance","CA",33.83,-118.29
"Torrance","CA",33.84,-118.36
"Torrance","CA",33.87,-118.33
"Torrance","CA",33.81,-118.35
"Torrance","CA",33.79,-118.3
"Whittier","CA",34,-118.04
"Whittier","CA",33.97,-118.03
"Whittier","CA",33.94,-117.99
"Whittier","CA",33.93,-118.01
"Whittier","CA",33.95,-118.03
"Whittier","CA",33.98,-118.07
"La Palma","CA",33.85,-118.04
"Cypress","CA",33.82,-118.04
"La Habra","CA",33.93,-117.95
"La Mirada","CA",33.9,-118.01
"Montebello","CA",34.01,-118.11
"Norwalk","CA",33.91,-118.08
"Pico Rivera","CA",33.99,-118.09
"Santa Fe Springs","CA",33.93,-118.07
"Artesia","CA",33.87,-118.08
"Cerritos","CA",33.87,-118.07
"Bellflower","CA",33.89,-118.13
"Harbor City","CA",33.8,-118.3
"Lakewood","CA",33.85,-118.15
"Lakewood","CA",33.85,-118.11
"Lakewood","CA",33.84,-118.08
"Hawaiian Gardens","CA",33.83,-118.07
"Lomita","CA",33.79,-118.32
"Paramount","CA",33.9,-118.16
"San Pedro","CA",33.73,-118.29
"San Pedro","CA",33.74,-118.31
"Wilmington","CA",33.78,-118.26
"Carson","CA",33.82,-118.27
"Carson","CA",33.86,-118.26
"Long Beach","CA",33.8,-118.17
"Long Beach","CA",33.77,-118.19
"Long Beach","CA",33.76,-118.13
"Long Beach","CA",33.78,-118.15
"Long Beach","CA",33.87,-118.18
"Long Beach","CA",33.8,-118.19
"Long Beach","CA",33.83,-118.18
"Long Beach","CA",33.82,-118.11
"Long Beach","CA",33.82,-118.21
"Long Beach","CA",33.78,-118.19
"Long Beach","CA",33.77,-118.14
"Long Beach","CA",33.8,-118.12
"Long Beach","CA",33.78,-118.12
"Long Beach","CA",33.77,-118.2
"Long Beach","CA",33.77,-118.2
"Long Beach","CA",33.77,-118.2
"Long Beach","CA",33.77,-118.2
"Altadena","CA",34.19,-118.14
"Arcadia","CA",34.13,-118.03
"Arcadia","CA",34.13,-118.05
"Arcadia","CA",34.13,-118.05
"Duarte","CA",34.14,-117.97
"La Canada Flintridge","CA",34.21,-118.2
"Monrovia","CA",34.14,-118
"Montrose","CA",34.21,-118.23
"Sierra Madre","CA",34.16,-118.05
"South Pasadena","CA",34.11,-118.16
"Sunland","CA",34.26,-118.32
"Tujunga","CA",34.26,-118.28
"Pasadena","CA",34.15,-118.14
"Pasadena","CA",34.17,-118.16
"Pasadena","CA",34.17,-118.12
"Pasadena","CA",34.14,-118.16
"Pasadena","CA",34.14,-118.13
"Pasadena","CA",34.15,-118.09
"San Marino","CA",34.12,-118.11
"Glendale","CA",34.17,-118.29
"Glendale","CA",34.17,-118.27
"Glendale","CA",34.15,-118.27
"Glendale","CA",34.14,-118.26
"Glendale","CA",34.14,-118.24
"Glendale","CA",34.16,-118.23
"Glendale","CA",34.17,-118.25
"Glendale","CA",34.19,-118.23
"Glendale","CA",33.79,-118.3
"La Crescenta","CA",34.23,-118.25
"Agoura Hills","CA",34.14,-118.76
"Calabasas","CA",34.13,-118.66
"Canoga Park","CA",34.2,-118.6
"Canoga Park","CA",34.22,-118.63
"Winnetka","CA",34.21,-118.58
"West Hills","CA",34.2,-118.65
"Chatsworth","CA",34.26,-118.59
"Encino","CA",34.17,-118.52
"Newhall","CA",34.38,-118.51
"Northridge","CA",34.24,-118.55
"Northridge","CA",34.24,-118.52
"Northridge","CA",34.28,-118.55
"Pacoima","CA",34.25,-118.42
"Reseda","CA",34.2,-118.54
"San Fernando","CA",34.28,-118.44
"Sylmar","CA",34.31,-118.43
"North Hills","CA",34.24,-118.48
"Granada Hills","CA",34.28,-118.5
"Mission Hills","CA",34.26,-118.46
"Santa Clarita","CA",34.48,-118.43
"Canyon Country","CA",34.42,-118.45
"Sun Valley","CA",34.22,-118.38
"Valencia","CA",34.45,-118.55
"Valencia","CA",34.41,-118.56
"Tarzana","CA",34.16,-118.54
"Westlake Village","CA",34.14,-118.86
"Thousand Oaks","CA",34.19,-118.84
"Woodland Hills","CA",34.16,-118.6
"Woodland Hills","CA",34.18,-118.62
"Stevenson Ranch","CA",34.38,-118.59
"Santa Clarita","CA",33.79,-118.3
"Santa Clarita","CA",33.79,-118.3
"Castaic","CA",34.48,-118.65
"Santa Clarita","CA",34.42,-118.42
"Santa Clarita","CA",34.49,-118.3
"Van Nuys","CA",34.18,-118.43
"Panorama City","CA",34.22,-118.44
"Sherman Oaks","CA",34.15,-118.46
"Van Nuys","CA",34.2,-118.45
"Van Nuys","CA",34.2,-118.49
"Van Nuys","CA",34.18,-118.46
"Sherman Oaks","CA",34.15,-118.43
"Encino","CA",34.16,-118.49
"Burbank","CA",34.19,-118.3
"Burbank","CA",34.18,-118.31
"Burbank","CA",34.2,-118.33
"Burbank","CA",34.17,-118.34
"Burbank","CA",34.17,-118.32
"North Hollywood","CA",34.17,-118.37
"North Hollywood","CA",34.15,-118.37
"Studio City","CA",34.14,-118.39
"North Hollywood","CA",34.21,-118.4
"North Hollywood","CA",34.19,-118.39
"Valley Village","CA",34.17,-118.4
"Universal City","CA",34.14,-118.35
"Azusa","CA",34.13,-117.9
"Baldwin Park","CA",34.09,-117.97
"Chino Hills","CA",33.98,-117.72
"Claremont","CA",34.11,-117.72
"Covina","CA",34.1,-117.91
"Covina","CA",34.09,-117.89
"Covina","CA",34.09,-117.86
"El Monte","CA",34.08,-118.04
"El Monte","CA",34.07,-118.01
"South El Monte","CA",34.05,-118.05
"Glendora","CA",34.12,-117.85
"Glendora","CA",34.14,-117.86
"La Puente","CA",34.03,-117.94
"Hacienda Heights","CA",34,-117.97
"La Puente","CA",34.05,-117.98
"Rowland Heights","CA",33.99,-117.9
"La Verne","CA",34.12,-117.77
"Monterey Park","CA",34.05,-118.14
"Monterey Park","CA",34.05,-118.12
"Diamond Bar","CA",34,-117.82
"Pomona","CA",34.05,-117.75
"Pomona","CA",34.08,-117.74
"Pomona","CA",34.07,-117.78
"Rosemead","CA",34.07,-118.08
"San Dimas","CA",34.1,-117.82
"San Gabriel","CA",34.11,-118.09
"San Gabriel","CA",34.09,-118.1
"Temple City","CA",34.1,-118.06
"Walnut","CA",34.02,-117.85
"West Covina","CA",34.07,-117.94
"West Covina","CA",34.06,-117.9
"West Covina","CA",34.02,-117.9
"Alhambra","CA",34.09,-118.13
"Alhambra","CA",34.07,-118.15
"Alhambra","CA",33.79,-118.3
"Lebec","CA",34.85,-118.88
"Acton","CA",34.5,-118.19
"Lake Hughes","CA",34.68,-118.46
"Lancaster","CA",34.7,-118.15
"Lancaster","CA",34.69,-117.98
"Lancaster","CA",34.73,-118.33
"Littlerock","CA",34.53,-117.95
"Llano","CA",34.49,-117.77
"Palmdale","CA",34.57,-118.09
"Palmdale","CA",34.61,-118.18
"Palmdale","CA",34.56,-118.04
"Pearblossom","CA",34.49,-117.9
"Rosamond","CA",34.89,-118.34
"Valyermo","CA",34.39,-117.69
"Palmdale","CA",34.6,-117.84
"American Canyon","CA",38.17,-122.26
"Angwin","CA",38.57,-122.45
"Calistoga","CA",38.6,-122.61
"Napa","CA",38.34,-122.3
"Napa","CA",38.29,-122.29
"Pope Valley","CA",38.66,-122.4
"Saint Helena","CA",38.51,-122.46
"Deer Park","CA",38.55,-122.48
"Vallejo","CA",38.11,-122.25
"Yountville","CA",38.4,-122.36
"Sonoma","CA",38.28,-122.47
"San Rafael","CA",37.97,-122.51
"San Rafael","CA",38.02,-122.55
"Greenbrae","CA",37.95,-122.54
"Belvedere Tiburon","CA",37.89,-122.48
"Bolinas","CA",37.91,-122.7
"Corte Madera","CA",37.92,-122.52
"Fairfax","CA",37.99,-122.6
"Inverness","CA",38.1,-122.88
"Larkspur","CA",37.94,-122.54
"Marshall","CA",38.18,-122.88
"Mill Valley","CA",37.9,-122.54
"Novato","CA",38.12,-122.56
"Nicasio","CA",38.05,-122.68
"Novato","CA",38.1,-122.6
"Novato","CA",38.06,-122.54
"Point Reyes Station","CA",38.08,-122.82
"San Anselmo","CA",37.98,-122.57
"Sausalito","CA",37.86,-122.5
"Stinson Beach","CA",37.9,-122.65
"San Quentin","CA",38.07,-122.74
"Buena Park","CA",33.84,-118.01
"Buena Park","CA",33.88,-117.99
"Stanton","CA",33.8,-118
"Los Alamitos","CA",33.79,-118.07
"Seal Beach","CA",33.76,-118.08
"Irvine","CA",33.73,-117.77
"Irvine","CA",33.65,-117.76
"Irvine","CA",33.69,-117.79
"Irvine","CA",33.7,-117.81
"Foothill Ranch","CA",33.69,-117.67
"Irvine","CA",33.65,-117.82
"Irvine","CA",33.68,-117.83
"Irvine","CA",33.64,-117.77
"Irvine","CA",33.66,-117.74
"Irvine","CA",33.71,-117.76
"Capistrano Beach","CA",33.46,-117.66
"Corona Del Mar","CA",33.6,-117.87
"Costa Mesa","CA",33.68,-117.91
"Costa Mesa","CA",33.65,-117.92
"Dana Point","CA",33.48,-117.7
"Lake Forest","CA",33.64,-117.69
"Laguna Hills","CA",33.57,-117.7
"Huntington Beach","CA",33.67,-117.97
"Huntington Beach","CA",33.73,-118.01
"Huntington Beach","CA",33.67,-118
"Huntington Beach","CA",33.72,-118.05
"Laguna Beach","CA",33.54,-117.77
"Laguna Hills","CA",33.6,-117.71
"Midway City","CA",33.75,-117.99
"Aliso Viejo","CA",33.58,-117.72
"Newport Coast","CA",33.61,-117.83
"Newport Beach","CA",33.63,-117.87
"Newport Beach","CA",33.6,-117.9
"Newport Beach","CA",33.61,-117.89
"Newport Beach","CA",33.62,-117.93
"San Clemente","CA",33.43,-117.61
"San Clemente","CA",33.46,-117.62
"San Juan Capistrano","CA",33.5,-117.66
"Silverado","CA",33.74,-117.64
"Laguna Niguel","CA",33.53,-117.7
"Trabuco Canyon","CA",33.64,-117.59
"Westminster","CA",33.75,-117.99
"Rancho Santa Margarita","CA",33.64,-117.6
"Mission Viejo","CA",33.61,-117.67
"Mission Viejo","CA",33.62,-117.64
"Ladera Ranch","CA",33.57,-117.63
"Santa Ana","CA",33.75,-117.86
"Santa Ana","CA",33.75,-117.9
