"city","state","latitude","longitude"
"Washington","DC",38.88,-77.02
"Washington","DC",38.89,-77.01
"Washington","DC",38.89,-77.01
"Washington","DC",38.9,-77.06
"Washington","DC",38.89,-77.01
"Washington","DC",38.9,-77.03
"Washington","DC",38.89,-77.01
"Washington","DC",38.89,-77.01
"Washington","DC",38.89,-77.01
"Washington","DC",38.89,-77.01
"Washington","DC",38.89,-77.01
"Washington","DC",38.89,-77.01
"Washington","DC",38.89,-77.01
"Washington","DC",38.89,-77.01
"Washington","DC",38.89,-77.01
"Washington","DC",38.9,-77.04
"Washington","DC",38.9,-77.04
"Washington","DC",38.89,-77.01
"Washington","DC",38.9,-77.04
"Washington","DC",38.9,-77.02
"Washington","DC",38.9,-77.05
"Washington","DC",38.89,-77.01
"Washington","DC",38.91,-77.05
"Washington","DC",38.92,-77.04
"Washington","DC",38.9,-77.02
"Washington","DC",38.89,-77.01
"Washington","DC",38.88,-77.03
"Washington","DC",38.9,-77.04
"Washington","DC",38.89,-77.01
"Washington","DC",38.9,-77.04
"Washington","DC",38.88,-77.02
"Washington","DC",38.89,-77.01
"Washington","DC",38.89,-77.01
"Washington","DC",38.89,-77.01
"Washington","DC",38.89,-77.01
"Washington","DC",38.89,-77.01
"Washington","DC",38.9,-77.04
"Washington","DC",38.9,-77.04
"Washington","DC",38.9,-77.04
"Washington","DC",38.89,-77.01
"Washington","DC",38.89,-77.01
"Washington","DC",38.9,-77.04
"Washington","DC",38.89,-77.01
"Washington","DC",38.89,-77.01
"Washington","DC",38.89,-77.01
"Washington","DC",38.89,-77.01
"Washington","DC",38.89,-77.05
"Washington","DC",38.89,-77.01
"Washington","DC",38.89,-77.05
"Washington","DC",38.89,-77.05
"Washington","DC",38.9,-77.03
"Washington","DC",38.89,-77.01
"Washington","DC",38.9,-77.04
"Washington","DC",38.9,-77.04
"Washington","DC",38.9,-77.03
"Washington","DC",38.89,-77.02
"Washington","DC",38.9,-77.02
"Washington","DC",38.9,-77.03
"Washington","DC",38.89,-77.01
"Washington","DC",38.89,-77.03
"Washington","DC",38.9,-77.02
"Washington","DC",38.89,-77.03
"Washington","DC",38.89,-77.01
"Washington","DC",38.89,-77.01
"Washington","DC",38.89,-77
"Washington","DC",38.89,-77
"Washington","DC",38.94,-77.03
"Washington","DC",38.89,-77.01
"Washington","DC",38.89,-77.01
"Washington","DC",38.89,-77.02
"Washington","DC",38.89,-77.01
"Washington","DC",38.9,-77.02
"Washington","DC",38.89,-77.01
"Washington","DC",38.89,-77.01
"Washington","DC",38.89,-77.05
"Washington","DC",38.89,-77.01
"Washington","DC",38.89,-77.02
"Washington","DC",38.89,-77.01
"Washington","DC",38.9,-77.04
"Washington","DC",38.89,-77
"Washington","DC",38.89,-77.01
"Washington","DC",38.89,-77
"Washington","DC",38.89,-77.01
"Washington","DC",38.89,-77.02
"Washington","DC",38.9,-77.06
"Washington","DC",38.9,-77.04
"Washington","DC",38.9,-77.03
"Washington","DC",38.89,-77.01
"Washington","DC",38.89,-77.01
"Washington","DC",38.89,-77.01
"Washington","DC",38.89,-77.02
"Washington","DC",38.9,-77.03
"Washington","DC",38.89,-77.01
"Washington","DC",38.9,-77.04
"Washington","DC",38.89,-77.01
"Washington","DC",38.89,-77.01
"Washington","DC",38.89,-77.01
"Washington","DC",38.9,-77.05
"Washington","DC",38.88,-77.02
"Washington","DC",38.89,-77.01
"Washington","DC",38.89,-77.01
"Washington","DC",38.88,-77.02
"Washington","DC",38.89,-77.01
"Washington","DC",38.89,-77.01
"Bryceville","FL",30.42,-81.96
"Orange Park","FL",30.16,-81.73
"Jacksonville","FL",30.34,-81.77
"Jacksonville","FL",30.33,-81.65
"Jacksonville","FL",30.32,-81.68
"Jacksonville","FL",30.31,-81.72
"Jacksonville","FL",30.35,-81.65
"Jacksonville","FL",30.29,-81.64
"Jacksonville","FL",30.39,-81.68
"Jacksonville","FL",30.35,-81.69
"Jacksonville","FL",30.27,-81.74
"Jacksonville","FL",30.33,-81.59
"Jacksonville","FL",30.22,-81.7
"Jacksonville","FL",30.28,-81.58
"Jacksonville","FL",30.24,-81.62
"Jacksonville","FL",30.45,-81.66
"Jacksonville","FL",30.41,-81.77
"Jacksonville","FL",30.33,-81.81
"Jacksonville","FL",30.29,-81.81
"Jacksonville","FL",30.23,-81.81
"Jacksonville","FL",30.16,-81.63
"Jacksonville","FL",30.28,-81.47
"Jacksonville","FL",30.35,-81.5
"Jacksonville","FL",30.45,-81.53
"Jacksonville","FL",30.38,-81.41
"Atlantic Beach","FL",30.34,-81.41
"Jacksonville","FL",30.23,-81.98
"Jacksonville","FL",30.22,-81.75
"Jacksonville","FL",30.3,-81.52
"Jacksonville Beach","FL",30.28,-81.4
"Jacksonville","FL",30.34,-81.73
"Jacksonville","FL",30.21,-81.55
"Jacksonville","FL",30.19,-81.61
"Jacksonville","FL",30.15,-81.57
"Neptune Beach","FL",30.32,-81.4
"Jacksonville","FL",30.36,-81.59
"Brandon","FL",27.95,-82.3
"Brandon","FL",27.91,-82.29
"Dover","FL",27.99,-82.21
"Gibsonton","FL",27.84,-82.37
"Zephyrhills","FL",28.24,-82.17
"Zephyrhills","FL",28.27,-82.34
"Lithia","FL",27.79,-82.15
"Lutz","FL",27.87,-82.44
"Lutz","FL",28.14,-82.47
"Odessa","FL",28.14,-82.59
"Land O' Lakes","FL",28.16,-82.51
"Land O' Lakes","FL",28.16,-82.42
"Plant City","FL",28.02,-82.13
"Plant City","FL",28.07,-82.15
"Plant City","FL",28.01,-82.12
"Plant City","FL",27.98,-82.15
"Riverview","FL",27.85,-82.32
"Ruskin","FL",27.7,-82.44
"Apollo Beach","FL",27.77,-82.41
"Sun City Center","FL",27.71,-82.36
"St. Leo","FL",28.33,-82.25
"St. Leo","FL",28.33,-82.25
"Seffner","FL",27.99,-82.29
"Thonotosassa","FL",28.08,-82.3
"Valrico","FL",27.91,-82.25
"Valrico","FL",27.87,-82.44
"Wimauma","FL",27.69,-82.33
"Tampa","FL",27.96,-82.46
"Tampa","FL",27.98,-82.46
"Tampa","FL",28.02,-82.46
"Tampa","FL",27.96,-82.43
"Tampa","FL",27.94,-82.47
"Tampa","FL",27.96,-82.5
"Tampa","FL",27.94,-82.51
"Tampa","FL",27.99,-82.41
"Tampa","FL",27.89,-82.51
"Tampa","FL",28.05,-82.45
"Tampa","FL",28.08,-82.45
"Tampa","FL",28.01,-82.51
"Tampa","FL",28.01,-82.58
"Tampa","FL",27.87,-82.52
"Tampa","FL",28.04,-82.39
"Tampa","FL",28.07,-82.49
"Tampa","FL",27.95,-82.38
"Tampa","FL",27.86,-82.52
"Tampa","FL",28.08,-82.52
"Tampa","FL",28.07,-82.56
"Tampa","FL",28.05,-82.61
"Tampa","FL",27.92,-82.51
"Tampa","FL",28.01,-82.55
"Tampa","FL",28.03,-82.61
"Tampa","FL",28.04,-82.36
"Tampa","FL",28.13,-82.36
"Lakeland","FL",28.11,-82.01
"Mulberry","FL",27.88,-81.98
"Hialeah","FL",25.83,-80.28
"Hialeah","FL",25.86,-80.3
"Hialeah","FL",25.86,-80.27
"Hialeah","FL",25.9,-80.31
"Hialeah","FL",25.94,-80.32
"Hialeah","FL",25.89,-80.33
"Hialeah","FL",25.9,-80.36
"Homestead","FL",25.48,-80.49
"Homestead","FL",25.53,-80.5
"Homestead","FL",25.52,-80.41
"Homestead","FL",25.49,-80.43
"Homestead","FL",25.43,-80.51
"Homestead","FL",25.46,-80.45
"Opa Locka","FL",25.91,-80.25
"Opa Locka","FL",25.94,-80.28
"Opa Locka","FL",25.95,-80.25
"Miami","FL",25.56,-80.46
"Miami Beach","FL",25.76,-80.14
"Miami","FL",25.8,-80.32
"Miami","FL",25.78,-80.24
"Miami","FL",25.78,-80.3
"Miami","FL",25.81,-80.21
"Miami","FL",25.78,-80.2
"Miami","FL",25.76,-80.21
"Miami","FL",25.77,-80.2
"Miami","FL",25.77,-80.19
"Miami","FL",25.78,-80.19
"Miami","FL",25.73,-80.24
"Miami","FL",25.75,-80.27
"Miami","FL",25.77,-80.24
"Miami","FL",25.79,-80.2
"Miami","FL",25.82,-80.19
"Miami","FL",25.85,-80.19
"Miami Beach","FL",25.78,-80.14
"Miami Beach","FL",25.81,-80.13
"Miami Beach","FL",25.86,-80.13
"Miami","FL",25.81,-80.24
"Miami","FL",25.7,-80.3
"Miami","FL",25.76,-80.31
"Miami","FL",25.75,-80.23
"Miami","FL",25.72,-80.27
"Miami","FL",25.85,-80.24
"Key Biscayne","FL",25.7,-80.16
"Miami","FL",25.85,-80.21
"Miami","FL",25.88,-80.13
"Miami","FL",25.74,-80.31
"Miami","FL",25.67,-80.31
"Miami","FL",25.61,-80.35
"Miami","FL",25.64,-80.32
"North Miami Beach","FL",25.94,-80.14
"Miami","FL",25.89,-80.18
"Miami","FL",25.93,-80.18
"Miami","FL",25.73,-80.36
"Miami","FL",25.82,-80.3
"Miami","FL",25.89,-80.23
"Miami","FL",25.89,-80.21
"Miami","FL",25.94,-80.21
"Miami","FL",25.56,-80.42
"Miami","FL",25.79,-80.36
"Miami","FL",25.7,-80.36
"Miami","FL",25.76,-80.36
"Miami","FL",25.73,-80.41
"Miami","FL",25.65,-80.36
"Miami","FL",25.6,-80.4
"Miami","FL",25.84,-80.37
"Miami","FL",25.96,-80.18
"Miami","FL",25.96,-80.14
"Miami","FL",25.9,-80.16
"Miami","FL",25.78,-80.4
"Miami","FL",25.7,-80.41
"Miami","FL",25.76,-80.41
"Miami","FL",25.72,-80.44
"Miami","FL",25.66,-80.41
"Miami","FL",25.6,-80.48
"Miami","FL",25.57,-80.35
"Miami","FL",25.56,-80.35
"Miami","FL",25.7,-80.45
"Miami","FL",25.75,-80.47
"Miami","FL",25.65,-80.46
"Ochopee","FL",25.73,-81.2
"Apopka","FL",28.66,-81.5
"Christmas","FL",28.51,-80.99
"Apopka","FL",28.71,-81.52
"Maitland","FL",28.63,-81.36
"Mount Dora","FL",28.79,-81.64
"Sorrento","FL",28.8,-81.54
"Winter Park","FL",28.6,-81.36
"Winter Park","FL",28.61,-81.31
"Zellwood","FL",28.72,-81.58
"Orlando","FL",28.54,-81.37
"Orlando","FL",28.56,-81.35
"Orlando","FL",28.58,-81.39
"Orlando","FL",28.53,-81.4
"Orlando","FL",28.51,-81.36
"Orlando","FL",28.55,-81.31
"Orlando","FL",28.58,-81.44
"Orlando","FL",28.46,-81.39
"Orlando","FL",28.62,-81.43
"Orlando","FL",28.52,-81.44
"Orlando","FL",28.49,-81.33
"Orlando","FL",28.57,-81.26
"Orlando","FL",28.59,-81.25
"Orlando","FL",28.58,-81.49
"Orlando","FL",28.46,-81.48
"Orlando","FL",28.56,-81.11
"Orlando","FL",28.39,-81.47
"Orlando","FL",28.49,-81.29
"Orlando","FL",28.41,-81.36
"Orlando","FL",28.54,-81.25
"Orlando","FL",28.58,-81.19
"Orlando","FL",28.43,-81.3
"Orlando","FL",28.54,-81.18
"Orlando","FL",28.49,-81.26
"Orlando","FL",28.46,-81.14
"Orlando","FL",28.4,-81.18
"Orlando","FL",28.51,-81.09
"Orlando","FL",28.57,-81.26
"Orlando","FL",28.53,-81.48
"Orlando","FL",28.4,-81.52
"Orlando","FL",28.39,-81.41
"Orlando","FL",28.49,-81.41
"Gotha","FL",28.54,-81.52
"Kissimmee","FL",28.33,-81.59
"Ocoee","FL",28.57,-81.53
"Saint Cloud","FL",28.27,-81.2
"Windermere","FL",28.5,-81.54
"Winter Garden","FL",28.54,-81.59
"West Palm Beach","FL",26.71,-80.06
"West Palm Beach","FL",26.8,-80.07
"West Palm Beach","FL",26.78,-80.07
"West Palm Beach","FL",26.67,-80.06
"West Palm Beach","FL",26.66,-80.09
"West Palm Beach","FL",26.75,-80.07
"North Palm Beach","FL",26.84,-80.06
"West Palm Beach","FL",26.71,-80.09
"West Palm Beach","FL",26.84,-80.09
"West Palm Beach","FL",26.72,-80.22
"West Palm Beach","FL",26.8,-80.24
"West Palm Beach","FL",26.67,-80.15
"West Palm Beach","FL",26.66,-80.25
"West Palm Beach","FL",26.66,-80.13
"West Palm Beach","FL",26.72,-80.13
"West Palm Beach","FL",26.88,-80.16
"Boynton Beach","FL",26.53,-80.08
"Boca Raton","FL",26.35,-80.22
"Belle Glade","FL",26.69,-80.66
"Boca Raton","FL",26.38,-80.1
"Boca Raton","FL",26.35,-80.09
"Boca Raton","FL",26.35,-80.16
"Boca Raton","FL",26.38,-80.17
"Boynton Beach","FL",26.52,-80.06
"Boynton Beach","FL",26.53,-80.1
"Boynton Beach","FL",26.52,-80.15
"Canal Point","FL",26.9,-80.6
"Clewiston","FL",26.71,-81
"Delray Beach","FL",26.46,-80.08
"Delray Beach","FL",26.46,-80.11
"Delray Beach","FL",26.45,-80.17
"Delray Beach","FL",26.65,-80.43
"Jupiter","FL",26.93,-80.12
"Lake Worth","FL",26.62,-80.06
"Lake Worth","FL",26.62,-80.09
"Lake Worth","FL",26.58,-80.07
"Lake Worth","FL",26.61,-80.13
"Lake Worth","FL",26.6,-80.18
"Jupiter","FL",26.97,-80.1
"Loxahatchee","FL",26.75,-80.3
"Moore Haven","FL",26.84,-81.11
"Moore Haven","FL",26.84,-81.11
"Pahokee","FL",26.82,-80.65
"Jupiter","FL",26.92,-80.08
"Jupiter","FL",26.93,-80.22
"Palm Beach","FL",26.72,-80.04
"Delray Beach","FL",26.47,-80.07
"Delray Beach","FL",26.46,-80.14
"Boca Raton","FL",26.34,-80.11
"Boca Raton","FL",26.41,-80.09
"South Bay","FL",26.66,-80.72
"Boca Raton","FL",26.4,-80.16
"Boca Raton","FL",26.39,-80.22
"Avondale Estates","GA",33.77,-84.26
"Conyers","GA",33.7,-84.02
"Clarkston","GA",33.81,-84.24
"Decatur","GA",33.77,-84.29
"Decatur","GA",33.74,-84.27
"Decatur","GA",33.81,-84.28
"Decatur","GA",33.69,-84.25
"Decatur","GA",33.73,-84.21
"Lithonia","GA",33.68,-84.15
"Snellville","GA",33.82,-84.04
"Lithonia","GA",33.75,-84.1
"Scottdale","GA",33.79,-84.26
"Stone Mountain","GA",33.8,-84.2
"Tucker","GA",33.85,-84.22
"Stone Mountain","GA",33.82,-84.13
"Stone Mountain","GA",33.76,-84.18
"Conyers","GA",33.62,-84.05
"Conley","GA",33.65,-84.33
"Ellenwood","GA",33.64,-84.27
"Atlanta","GA",33.79,-84.35
"Atlanta","GA",33.77,-84.34
"Atlanta","GA",33.71,-84.38
"Atlanta","GA",33.73,-84.34
"Atlanta","GA",33.75,-84.32
"Atlanta","GA",33.87,-84.34
"Atlanta","GA",33.82,-84.36
"Atlanta","GA",33.83,-84.32
"Atlanta","GA",33.94,-84.32
"Atlanta","GA",33.9,-84.25
"Atlanta","GA",33.89,-84.29
"Atlanta","GA",33.85,-84.28
"Atlanta","GA",33.93,-84.34
"Atlanta","GA",33.97,-84.33
"Atlanta","GA",33.93,-84.27
"Alpharetta","GA",34.12,-84.3
"Alpharetta","GA",34.08,-84.22
"Alpharetta","GA",33.84,-84.47
"Alpharetta","GA",34.03,-84.25
"Suwanee","GA",34.05,-84.07
"Roswell","GA",34.05,-84.39
"Roswell","GA",34.03,-84.32
"Norcross","GA",33.97,-84.23
"Duluth","GA",34.02,-84.14
"Fairburn","GA",33.57,-84.59
"Fayetteville","GA",33.48,-84.48
"Palmetto","GA",33.53,-84.69
"Union City","GA",33.58,-84.55
"Riverdale","GA",33.56,-84.44
"Atlanta","GA",33.75,-84.39
"Atlanta","GA",33.85,-84.43
"Atlanta","GA",33.83,-84.38
"Atlanta","GA",33.77,-84.38
"Atlanta","GA",33.79,-84.39
"Atlanta","GA",33.73,-84.42
"Atlanta","GA",33.72,-84.47
"Atlanta","GA",33.75,-84.38
"Atlanta","GA",33.76,-84.4
"Atlanta","GA",33.76,-84.42
"Atlanta","GA",33.79,-84.44
"Atlanta","GA",33.85,-84.36
"Atlanta","GA",33.86,-84.42
"Atlanta","GA",33.93,-84.38
"Atlanta","GA",33.72,-84.53
"Atlanta","GA",33.7,-84.44
"Atlanta","GA",33.74,-84.56
"Atlanta","GA",33.65,-84.45
"Atlanta","GA",33.88,-84.47
"Atlanta","GA",33.88,-84.37
"Atlanta","GA",33.68,-84.45
"Atlanta","GA",33.62,-84.49
"Atlanta","GA",33.66,-84.4
"Atlanta","GA",33.84,-84.47
"Atlanta","GA",33.84,-84.47
"Atlanta","GA",33.84,-84.47
"Aiea","HI",21.39,-157.93
"Ewa Beach","HI",21.34,-158.02
"Kapolei","HI",21.35,-158.09
"Haleiwa","HI",21.63,-158.07
"Hauula","HI",21.61,-157.91
"Kaaawa","HI",21.55,-157.85
"Kahuku","HI",21.69,-157.96
"Kailua","HI",21.39,-157.75
"Kaneohe","HI",21.5,-157.88
"Laie","HI",21.65,-157.93
"Pearl City","HI",21.41,-157.97
"Wahiawa","HI",21.5,-158.04
"Mililani","HI",21.46,-158.01
"Waialua","HI",21.57,-158.13
"Waianae","HI",21.43,-158.17
"Waimanalo","HI",21.34,-157.71
"Waipahu","HI",21.4,-158.01
"Honolulu","HI",21.31,-157.86
"Honolulu","HI",21.3,-157.85
"Honolulu","HI",21.28,-157.82
"Honolulu","HI",21.28,-157.8
"Honolulu","HI",21.33,-157.86
"Honolulu","HI",21.36,-157.96
"Honolulu","HI",21.35,-157.88
"Honolulu","HI",21.29,-157.75
"Honolulu","HI",21.31,-157.82
"Honolulu","HI",21.29,-157.7
"Honolulu","HI",21.3,-157.83
"Honolulu","HI",24.86,-168.02
"Hickam AFB","HI",24.86,-168.02
"Wheeler Army Airfield","HI",24.86,-168.02
"Schofield Barracks","HI",24.86,-168.02
"Fort Shafter","HI",24.86,-168.02
"Tripler Army Medical Ctr","HI",24.86,-168.02
"Pearl Harbor","HI",24.86,-168.02
"Camp H M Smith","HI",24.86,-168.02
"M C B H Kaneohe Bay","HI",21.44,-157.75
"Haiku","HI",20.9,-156.27
"Hana","HI",20.74,-156.04
"Kahului","HI",20.88,-156.47
"Kaunakakai","HI",21.11,-156.97
"Kihei","HI",20.77,-156.46
"Lahaina","HI",20.91,-156.66
"Makawao","HI",20.87,-156.33
"Paia","HI",20.91,-156.38
"Kula","HI",20.72,-156.34
"Wailuku","HI",20.89,-156.5
"Arlington Heights","IL",42.11,-87.98
"Arlington Heights","IL",42.07,-87.98
"Elk Grove Village","IL",42.01,-88
"Rolling Meadows","IL",42.08,-88.03
"Barrington","IL",42.16,-88.15
"Deerfield","IL",42.17,-87.87
"Des Plaines","IL",42.05,-87.89
"Des Plaines","IL",42.01,-87.89
"Glencoe","IL",42.13,-87.76
"Glenview","IL",42.08,-87.82
"Glenview Nas","IL",41.81,-87.69
"Kenilworth","IL",42.09,-87.72
"Morton Grove","IL",42.04,-87.79
"Mount Prospect","IL",42.07,-87.94
"Northbrook","IL",42.12,-87.84
"Palatine","IL",42.11,-88.05
"Park Ridge","IL",42.01,-87.84
"Prospect Heights","IL",42.11,-87.93
"Palatine","IL",42.14,-88.03
"Skokie","IL",42.04,-87.73
"Skokie","IL",42.03,-87.76
"Buffalo Grove","IL",42.17,-87.96
"Wheeling","IL",42.13,-87.93
"Wilmette","IL",42.08,-87.72
"Winnetka","IL",42.1,-87.75
"Bartlett","IL",41.98,-88.17
"Bellwood","IL",41.88,-87.88
"Streamwood","IL",42.02,-88.18
"Dundee","IL",42.1,-88.29
"Elgin","IL",42.04,-88.26
"Elmhurst","IL",41.89,-87.94
"Forest Park","IL",41.87,-87.81
"Franklin Park","IL",41.94,-87.87
"Hanover Park","IL",41.98,-88.14
"Maywood","IL",41.88,-87.84
"Westchester","IL",41.85,-87.88
"Broadview","IL",41.86,-87.85
"Melrose Park","IL",41.9,-87.86
"Hillside","IL",41.87,-87.9
"Berkeley","IL",41.89,-87.91
"Melrose Park","IL",41.92,-87.9
"Stone Park","IL",41.9,-87.88
"Schaumburg","IL",41.81,-87.69
"River Grove","IL",41.93,-87.84
"Roselle","IL",41.98,-88.09
"Schaumburg","IL",42.05,-88.05
"Schiller Park","IL",41.96,-87.87
"Schaumburg","IL",42.07,-88.21
"Schaumburg","IL",42.01,-88.1
"Schaumburg","IL",42.04,-88.11
"Schaumburg","IL",42.07,-88.11
"Evanston","IL",42.06,-87.7
"Evanston","IL",42.03,-87.69
"Evanston","IL",42.05,-87.72
"Oak Park","IL",41.89,-87.8
"Oak Park","IL",41.89,-87.79
"Oak Park","IL",41.87,-87.79
"River Forest","IL",41.89,-87.82
"Berwyn","IL",41.84,-87.79
"Blue Island","IL",41.66,-87.68
"Calumet City","IL",41.61,-87.55
"Chicago Heights","IL",41.51,-87.61
"Chicago Ridge","IL",41.7,-87.78
"Dolton","IL",41.63,-87.6
"Flossmoor","IL",41.54,-87.68
"Frankfort","IL",41.5,-87.84
"Glenwood","IL",41.54,-87.61
"Harvey","IL",41.61,-87.66
"Harvey","IL",41.61,-87.66
"Hazel Crest","IL",41.57,-87.68
"Homewood","IL",41.56,-87.66
"Joliet","IL",41.53,-88.06
"Lansing","IL",41.57,-87.55
"Lemont","IL",41.68,-87.98
"Matteson","IL",41.5,-87.74
"Midlothian","IL",41.63,-87.73
"Monee","IL",41.42,-87.76
"Oak Forest","IL",41.61,-87.75
"Oak Lawn","IL",41.72,-87.75
"Bridgeview","IL",41.74,-87.81
"Hometown","IL",41.73,-87.73
"Hickory Hills","IL",41.72,-87.83
"Justice","IL",41.75,-87.84
"Burbank","IL",41.74,-87.77
"Olympia Fields","IL",41.52,-87.69
"Orland Park","IL",41.62,-87.84
"Palos Heights","IL",41.66,-87.79
"Palos Park","IL",41.66,-87.84
"Palos Hills","IL",41.7,-87.83
"Park Forest","IL",41.47,-87.69
"Orland Park","IL",41.6,-87.89
"Posen","IL",41.63,-87.69
"Richton Park","IL",41.48,-87.72
"Robbins","IL",41.64,-87.71
"South Holland","IL",41.6,-87.6
"Steger","IL",41.47,-87.63
"Thornton","IL",41.57,-87.61
"Tinley Park","IL",41.57,-87.8
"Country Club Hills","IL",41.56,-87.72
"Willow Springs","IL",41.74,-87.88
"Worth","IL",41.69,-87.79
"Worth","IL",41.69,-87.79
"Worth","IL",41.69,-87.79
"Summit Argo","IL",41.78,-87.81
"Brookfield","IL",41.82,-87.85
"Hinsdale","IL",41.77,-87.93
"Oak Brook","IL",41.84,-87.96
"La Grange","IL",41.79,-87.88
"La Grange Park","IL",41.83,-87.87
"Hinsdale","IL",41.84,-88.09
"Lyons","IL",41.81,-87.82
"Riverside","IL",41.84,-87.82
"Western Springs","IL",41.81,-87.9
"Chicago","IL",41.89,-87.62
"Chicago","IL",41.88,-87.63
"Chicago","IL",41.88,-87.63
"Chicago","IL",41.88,-87.63
"Chicago","IL",41.86,-87.62
"Chicago","IL",41.88,-87.64
"Chicago","IL",41.88,-87.65
"Chicago","IL",41.85,-87.67
"Chicago","IL",41.81,-87.65
"Chicago","IL",41.9,-87.64
"Chicago","IL",41.9,-87.63
"Chicago","IL",41.88,-87.69
"Chicago","IL",41.95,-87.66
"Chicago","IL",41.92,-87.65
"Chicago","IL",41.8,-87.6
"Chicago","IL",41.85,-87.63
"Chicago","IL",41.72,-87.56
"Chicago","IL",41.95,-87.7
"Chicago","IL",41.74,-87.6
"Chicago","IL",41.74,-87.65
"Chicago","IL",41.78,-87.64
"Chicago","IL",41.9,-87.67
"Chicago","IL",41.85,-87.72
"Chicago","IL",41.88,-87.72
"Chicago","IL",41.97,-87.7
"Chicago","IL",42.01,-87.67
"Chicago","IL",41.7,-87.62
"Chicago","IL",41.78,-87.71
"Chicago","IL",41.97,-87.76
"Chicago","IL",42,-87.81
"Chicago","IL",41.81,-87.71
"Chicago","IL",41.66,-87.55
"Chicago","IL",41.94,-87.8
"Chicago","IL",41.78,-87.67
"Chicago","IL",41.78,-87.61
"Chicago","IL",41.79,-87.77
"Chicago","IL",41.92,-87.75
"Chicago","IL",41.97,-87.67
"Chicago","IL",41.95,-87.75
"Chicago","IL",41.95,-87.75
"Chicago","IL",41.7,-87.66
"Chicago","IL",41.88,-87.76
"Chicago","IL",42.01,-87.7
"Chicago","IL",42,-87.76
"Chicago","IL",41.92,-87.7
"Chicago","IL",41.76,-87.57
"Chicago","IL",41.9,-87.74
"Chicago","IL",41.74,-87.71
"Chicago","IL",41.82,-87.61
"Chicago","IL",41.89,-87.64
"Chicago","IL",41.7,-87.7
"Chicago","IL",41.98,-87.82
"Chicago","IL",41.94,-87.66
"Chicago","IL",41.99,-87.7
"Chicago","IL",41.99,-87.67
"Chicago","IL",41.88,-87.64
"Chicago","IL",41.81,-87.69
"Chicago","IL",41.81,-87.69
"Harwood Heights","IL",41.96,-87.82
"Elmwood Park","IL",41.92,-87.81
"Lincolnwood","IL",42.01,-87.74
"Niles","IL",42.03,-87.82
"Alsip","IL",41.68,-87.73
"Cicero","IL",41.84,-87.76
"Evergreen Park","IL",41.72,-87.7
"Riverdale","IL",41.65,-87.63
"Antioch","IL",42.47,-88.1
"Cary","IL",42.22,-88.24
"Fox Lake","IL",42.41,-88.18
"Fox River Grove","IL",42.19,-88.22
"Grayslake","IL",42.34,-88.03
"Gurnee","IL",42.38,-87.94
"Highland Park","IL",42.18,-87.81
"Fort Sheridan","IL",42.21,-87.81
"Highwood","IL",42.21,-87.81
"Ingleside","IL",42.37,-88.15
"Island Lake","IL",42.28,-88.2
"Lake Bluff","IL",42.29,-87.86
"Lake Forest","IL",42.24,-87.86
"Lake Villa","IL",42.41,-88.05
"Lake Zurich","IL",42.2,-88.06
"Libertyville","IL",42.29,-87.95
"Mchenry","IL",42.35,-88.25
"Mchenry","IL",42.32,-88.45
"Mundelein","IL",42.26,-88.01
"Vernon Hills","IL",42.23,-87.97
"North Chicago","IL",42.33,-87.85
"Lincolnshire","IL",42.19,-87.93
"Round Lake","IL",42.37,-88.1
"Spring Grove","IL",42.44,-88.22
"Wadsworth","IL",42.43,-87.93
"Wauconda","IL",42.26,-88.14
"Waukegan","IL",42.36,-87.86
"Waukegan","IL",42.4,-87.87
"Great Lakes","IL",42.31,-87.85
"Winthrop Harbor","IL",42.48,-87.83
"Zion","IL",42.45,-87.85
"Austin","IN",38.75,-85.8
"Brownstown","IN",38.88,-86.04
"Crothersville","IN",38.8,-85.85
"Freetown","IN",38.98,-86.14
"Medora","IN",38.85,-86.18
"Norman","IN",38.96,-86.27
"Seymour","IN",38.96,-85.9
"Vallonia","IN",38.81,-86.09
"Zionsville","IN",39.96,-86.28
"Beech Grove","IN",39.72,-86.09
"Camby","IN",39.63,-86.31
"Greenwood","IN",39.6,-86.13
"New Palestine","IN",39.73,-85.9
"Indianapolis","IN",39.78,-86.11
"Indianapolis","IN",39.78,-86.16
"Indianapolis","IN",39.74,-86.12
"Indianapolis","IN",39.77,-86.16
"Indianapolis","IN",39.82,-86.14
"Indianapolis","IN",39.82,-86.17
"Indianapolis","IN",39.79,-86.29
"Indianapolis","IN",39.86,-86.01
"Indianapolis","IN",39.67,-86.18
"Indianapolis","IN",39.81,-86.1
"Indianapolis","IN",39.78,-86.05
"Indianapolis","IN",39.87,-86.12
"Indianapolis","IN",39.72,-86.22
"Indianapolis","IN",39.79,-86.21
"Indianapolis","IN",39.8,-86.25
"Indianapolis","IN",39.75,-86.16
"Indianapolis","IN",39.84,-86.05
"Indianapolis","IN",39.68,-86.13
"Indianapolis","IN",39.85,-86.2
"Indianapolis","IN",39.8,-85.97
"Indianapolis","IN",39.72,-86.33
"Indianapolis","IN",39.8,-86.32
"Indianapolis","IN",39.84,-85.99
"Indianapolis","IN",39.89,-85.97
"Indianapolis","IN",39.68,-86.09
"Indianapolis","IN",39.73,-86
"Indianapolis","IN",39.9,-86.13
"Indianapolis","IN",39.74,-86.25
"Indianapolis","IN",39.91,-86.07
"Indianapolis","IN",39.84,-86.26
"Indianapolis","IN",39.91,-86.01
